2026-04-27 11:19:23.708 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '                                                          STRATEGY SUMMARY      '
2026-04-27 11:19:23.709 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '┏━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-27 11:19:23.709 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '┃ Strategy ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃     Avg Du'
2026-04-27 11:19:23.710 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '┡━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-27 11:19:23.710 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '│    yesv3 │     10 │        -1.22 │          -2.441 │        -3.05 │ 6 days, 13'
2026-04-27 11:19:23.711 | DEBUG    | freqtrade_gui.services.process_run_manager | run c80f7f3c stdout: '└──────────┴────────┴──────────────┴─────────────────┴──────────────┴───────────'
2026-04-27 11:19:24.166 | INFO     | freqtrade_gui.services.process_run_manager | Run c80f7f3c-8e0d-482d-8199-5f8538c40b36 finished | status=finished | exit_code=0
2026-04-27 11:19:24.264 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:19:24.289 | DEBUG    | freqtrade_gui.parsing.backtest | Parsing zip: backtest-result-2026-04-27_11-19-23.zip | entry=backtest-result-2026-04-27_11-19-23.json
2026-04-27 11:19:24.295 | INFO     | freqtrade_gui.parsing.backtest | Parsed | strategy=yesv3 | trades=10 | profit=-3.0507%
2026-04-27 11:19:24.295 | DEBUG    | freqtrade_gui.freqtrade.discovery | Finding config file for strategy: yesv3
2026-04-27 11:19:24.297 | DEBUG    | freqtrade_gui.resolvers.config | Using default config: /home/mohs/Desktop/ae/pyside6/user_data/config.json
2026-04-27 11:19:24.298 | INFO     | freqtrade_gui.backtests.store  | Saving run | id=run_2026-04-27_11-19-24_8afc7a | strategy=yesv3 | trades=10 | profit=-3.0507%
2026-04-27 11:19:24.314 | DEBUG    | freqtrade_gui.backtests.index  | Global index updated | strategy=yesv3 | run_id=run_2026-04-27_11-19-24_8afc7a
2026-04-27 11:19:24.316 | DEBUG    | freqtrade_gui.backtests.index  | Strategy index updated | strategy=yesv3 | run_id=run_2026-04-27_11-19-24_8afc7a
2026-04-27 11:19:24.316 | INFO     | freqtrade_gui.backtests.store  | Run saved → /home/mohs/Desktop/ae/pyside6/user_data/backtest_results/yesv3/run_2026-04-27_11-19-24_8afc7a
2026-04-27 11:19:24.316 | INFO     | freqtrade_gui.services.backtest | Backtest results saved: strategy=yesv3 run_id=run_2026-04-27_11-19-24_8afc7a
2026-04-27 11:24:16.648 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.650 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.651 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:16.652 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.679 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.683 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.684 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:16.684 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:16.686 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:17.346 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:18.685 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:18.689 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 10 trades
2026-04-27 11:24:18.689 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['XRP/USDT', 'ADA/USDT', 'HOME/USDT'], worst=['HOME/USDT', 'ADA/USDT', 'XRP/USDT'], flags=[]
2026-04-27 11:24:18.690 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: insufficient_trades fired (total_trades=10)
2026-04-27 11:24:18.690 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: negative_expectancy fired (profit_factor=0.58)
2026-04-27 11:24:18.691 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 2 rules fired
2026-04-27 11:24:18.693 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:18.698 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:18.716 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.127 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.128 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.129 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.130 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.160 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.167 | DEBUG    | freqtrade_gui.web.process_output_bus | ProcessOutputBus attached to event loop
2026-04-27 11:24:29.169 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.170 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.198 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.198 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.199 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.628 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.629 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.629 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.630 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.630 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.631 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.631 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.632 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.632 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.632 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.642 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.643 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.643 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.644 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.645 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.645 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.645 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.646 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:29.646 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:29.647 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.078 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.080 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.083 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.084 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:30.085 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.133 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.134 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:30.135 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.172 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:30.173 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.008 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.009 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.009 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.010 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.011 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.011 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.012 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.012 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.013 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.013 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.014 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.014 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.014 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.015 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.016 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.016 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.017 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.017 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:24:31.017 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:24:31.018 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.649 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.650 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.651 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:12.652 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.657 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.685 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.686 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:12.686 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:12.687 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:13.417 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:14.678 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:14.690 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:14.694 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 10 trades
2026-04-27 11:27:14.695 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['XRP/USDT', 'ADA/USDT', 'HOME/USDT'], worst=['HOME/USDT', 'ADA/USDT', 'XRP/USDT'], flags=[]
2026-04-27 11:27:14.695 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: insufficient_trades fired (total_trades=10)
2026-04-27 11:27:14.695 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: negative_expectancy fired (profit_factor=0.58)
2026-04-27 11:27:14.696 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 2 rules fired
2026-04-27 11:27:14.697 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:14.708 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.023 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.025 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.025 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:28.026 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.030 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.062 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.062 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:28.063 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.064 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:28.770 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.043 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.052 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.057 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.060 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 10 trades
2026-04-27 11:27:30.061 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['XRP/USDT', 'ADA/USDT', 'HOME/USDT'], worst=['HOME/USDT', 'ADA/USDT', 'XRP/USDT'], flags=[]
2026-04-27 11:27:30.062 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: insufficient_trades fired (total_trades=10)
2026-04-27 11:27:30.063 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: negative_expectancy fired (profit_factor=0.58)
2026-04-27 11:27:30.064 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 2 rules fired
2026-04-27 11:27:30.071 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.472 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.472 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:30.473 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.512 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.513 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.522 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.532 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:30.533 | DEBUG    | freqtrade_gui.freqtrade.discovery | Listing strategies from: /home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:27:30.534 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:31.254 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:32.500 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:32.513 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:32.519 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 10 trades
2026-04-27 11:27:32.520 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['XRP/USDT', 'ADA/USDT', 'HOME/USDT'], worst=['HOME/USDT', 'ADA/USDT', 'XRP/USDT'], flags=[]
2026-04-27 11:27:32.521 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: insufficient_trades fired (total_trades=10)
2026-04-27 11:27:32.521 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: negative_expectancy fired (profit_factor=0.58)
2026-04-27 11:27:32.522 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 2 rules fired
2026-04-27 11:27:32.525 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:27:32.534 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:11.457 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:11.463 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:11.466 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 104 trades
2026-04-27 11:28:11.467 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['HOME/USDT', 'XRP/USDT', 'ADA/USDT'], worst=['ADA/USDT', 'XRP/USDT', 'HOME/USDT'], flags=[]
2026-04-27 11:28:11.467 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 0 rules fired
2026-04-27 11:28:11.468 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:11.489 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:13.983 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:13.986 | INFO     | freqtrade_gui.settings         | Settings saved to /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:13.987 | DEBUG    | freqtrade_gui.settings         | Saved: python=/home/mohs/Desktop/ae/pyside6/.venv/bin/python venv=/home/mohs/Desktop/ae/pyside6/.venv user_data=/home/mohs/Desktop/ae/pyside6/user_data
2026-04-27 11:28:27.019 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:27.021 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:27.022 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 10 trades
2026-04-27 11:28:27.022 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['XRP/USDT', 'ADA/USDT', 'HOME/USDT'], worst=['HOME/USDT', 'ADA/USDT', 'XRP/USDT'], flags=[]
2026-04-27 11:28:27.022 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: insufficient_trades fired (total_trades=10)
2026-04-27 11:28:27.023 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: negative_expectancy fired (profit_factor=0.58)
2026-04-27 11:28:27.023 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 2 rules fired
2026-04-27 11:28:27.024 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:27.038 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:31.611 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:31.617 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:31.619 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse: 3 distinct pairs from 89 trades
2026-04-27 11:28:31.619 | DEBUG    | freqtrade_gui.services.pair_analysis | analyse complete: 3 pairs, best=['ETH/USDT', 'XRP/USDT', 'ADA/USDT'], worst=['ADA/USDT', 'XRP/USDT', 'ETH/USDT'], flags=['profit_concentration']
2026-04-27 11:28:31.620 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: overfitting_risk fired (dominance_flags=['profit_concentration'])
2026-04-27 11:28:31.620 | DEBUG    | freqtrade_gui.services.diagnosis | diagnose: 1 rules fired
2026-04-27 11:28:31.621 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:31.632 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-27 11:28:42.929 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
