2026-04-26 00:20:56.315 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '                                                 EXIT REASON STATS              '
2026-04-26 00:20:56.315 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┏━━━━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━'
2026-04-26 00:20:56.315 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┃ Exit Reason ┃ Exits ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃     Avg '
2026-04-26 00:20:56.316 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┡━━━━━━━━━━━━━╇━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━'
2026-04-26 00:20:56.316 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│         roi │     1 │         2.34 │           0.932 │         1.16 │   1 day,'
2026-04-26 00:20:56.316 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│  force_exit │     2 │        -6.02 │          -4.836 │        -6.05 │ 5 days, '
2026-04-26 00:20:56.316 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│       TOTAL │     3 │        -3.23 │          -3.904 │        -4.88 │  4 days,'
2026-04-26 00:20:56.316 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '└─────────────┴───────┴──────────────┴─────────────────┴──────────────┴─────────'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '                                                        MIXED TAG STATS         '
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┏━━━━━━━━━━━┳━━━━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┃ Enter Tag ┃ Exit Reason ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┡━━━━━━━━━━━╇━━━━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│           │         roi │      1 │         2.34 │           0.932 │         1.'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│           │  force_exit │      2 │        -6.02 │          -4.836 │        -6.'
2026-04-26 00:20:56.319 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│     TOTAL │             │      3 │        -3.23 │          -3.904 │        -4.'
2026-04-26 00:20:56.320 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '└───────────┴─────────────┴────────┴──────────────┴─────────────────┴───────────'
2026-04-26 00:20:56.330 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '                         SUMMARY METRICS                          \n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓\n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┃ Metric                        ┃ Value                          ┃\n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┡━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┩\n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Backtesting from              │ 2025-05-20 00:00:00            │\n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Backtesting to                │ 2025-06-03 00:00:00            │\n'
2026-04-26 00:20:56.331 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Trading Mode                  │ Spot                           │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Max open trades               │ 2                              │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│                               │                                │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Total/Daily Avg Trades        │ 3 / 0.21                       │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Starting balance              │ 80 USDT                        │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Final balance                 │ 76.096 USDT                    │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Absolute profit               │ -3.904 USDT                    │\n'
2026-04-26 00:20:56.332 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Total profit %                │ -4.88%                         │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ CAGR %                        │ -72.87%                        │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Sortino                       │ -70.48                         │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Sharpe                        │ -3.37                          │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Calmar                        │ -111.45                        │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ SQN                           │ -1.16                          │\n'
2026-04-26 00:20:56.333 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Profit factor                 │ 0.19                           │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Expectancy (Ratio)            │ -1.30 (-0.54)                  │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Avg. daily profit             │ -0.279 USDT                    │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Avg. stake amount             │ 40.022 USDT                    │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Total trade volume            │ 236.699 USDT                   │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│                               │                                │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Best Pair                     │ ETH/USDT -1.76%                │\n'
2026-04-26 00:20:56.337 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Worst Pair                    │ XRP/USDT -3.12%                │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Best trade                    │ ETH/USDT 2.34%                 │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Worst trade                   │ XRP/USDT -6.23%                │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Best day                      │ 0.932 USDT                     │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Worst day                     │ -4.836 USDT                    │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Days win/draw/lose            │ 1 / 4 / 1                      │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Min/Max/Avg. Duration Winners │ 1d 08:00 / 1d 08:00 / 1d 08:00 │\n'
2026-04-26 00:20:56.338 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Min/Max/Avg. Duration Losers  │ 4d 20:00 / 6d 08:00 / 5d 14:00 │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Max Consecutive Wins / Loss   │ 1 / 2                          │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Rejected Entry signals        │ 0                              │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Entry/Exit Timeouts           │ 0 / 0                          │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│                               │                                │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Min balance                   │ 76.096 USDT                    │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Max balance                   │ 80.932 USDT                    │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Max % of account underwater   │ 5.98%                          │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Absolute drawdown             │ 4.836 USDT (5.98%)             │\n'
2026-04-26 00:20:56.339 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Drawdown duration             │ 5 days 00:00:00                │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Profit at drawdown start      │ 0.932 USDT                     │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Profit at drawdown end        │ -3.904 USDT                    │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Drawdown start                │ 2025-05-29 00:00:00            │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Drawdown end                  │ 2025-06-03 00:00:00            │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│ Market change                 │ -2.94%                         │\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '└───────────────────────────────┴────────────────────────────────┘\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: 'Backtested 2025-05-20 00:00:00 -> 2025-06-03 00:00:00 | Max open trades : 2\n'
2026-04-26 00:20:56.340 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '                                                          STRATEGY SUMMARY      '
2026-04-26 00:20:56.341 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┏━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-26 00:20:56.341 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┃ Strategy ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃    Avg Dur'
2026-04-26 00:20:56.341 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '┡━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-26 00:20:56.341 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '│      yes │      3 │        -3.23 │          -3.904 │        -4.88 │ 4 days, 4:'
2026-04-26 00:20:56.341 | DEBUG    | freqtrade_gui.services.process_run_manager | run 6023d788 stdout: '└──────────┴────────┴──────────────┴─────────────────┴──────────────┴───────────'
2026-04-26 00:20:56.804 | INFO     | freqtrade_gui.services.process_run_manager | Run 6023d788-45d1-4447-839f-0cde62bea32f finished | status=finished | exit_code=0
2026-04-26 00:20:56.850 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-26 00:20:56.865 | INFO     | freqtrade_gui.services.backtest | Backtest results saved: strategy=yes run_id=run_2026-04-26_00-20-56_68d6f9
2026-04-26 00:20:56.867 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-26 00:20:56.869 | INFO     | freqtrade_gui.services.process_run_manager | Run started | run_id=1e662e8b-2a9e-4a18-af0d-0cc26ec6c73e | cmd=/home/mohs/Desktop/ae/pyside6/.venv/bin/python -m freqtrade backtesting --user-data-dir /home/mohs/Desktop/ae/pyside6/user_data --config /home/mohs/Desktop/ae/pyside6/user_data/config.json --strategy-path /home/mohs/Desktop/ae/pyside6/user_data/strategies --strategy yes --timeframe 4h --export trades --timerange 20250621-20250721 -p HOME/USDT ETH/USDT XRP/USDT --max-open-trades 2 --dry-run-wallet 80.0 | cwd=/home/mohs/Desktop/ae/pyside6/user_data | pid=175229
2026-04-26 00:20:56.962 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:56,962 - freqtrade - INFO - freqtrade 2026.3\n'
2026-04-26 00:20:57.988 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,987 - freqtrade.configuration.load_config - INFO - Using con'
2026-04-26 00:20:57.990 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,990 - freqtrade.loggers - INFO - Enabling colorized output.\n'
2026-04-26 00:20:57.990 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,990 - freqtrade.loggers - INFO - Logfile configured\n'
2026-04-26 00:20:57.991 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,990 - freqtrade.loggers - INFO - Verbosity set to 0\n'
2026-04-26 00:20:57.991 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,991 - freqtrade.configuration.configuration - INFO - Using a'
2026-04-26 00:20:57.991 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,991 - freqtrade.configuration.configuration - WARNING - `for'
2026-04-26 00:20:57.991 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,991 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.992 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,991 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.992 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,992 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.992 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,992 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.993 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,992 - freqtrade.configuration.configuration - INFO - Using u'
2026-04-26 00:20:57.993 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,993 - freqtrade.configuration.configuration - INFO - Using d'
2026-04-26 00:20:57.993 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,993 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.993 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,993 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:20:57.994 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,993 - freqtrade.configuration.configuration - INFO - Using p'
2026-04-26 00:20:57.994 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,994 - freqtrade.configuration.configuration - INFO - Filter '
2026-04-26 00:20:57.994 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:57,994 - freqtrade.exchange.check_exchange - INFO - Checking ex'
2026-04-26 00:20:58.005 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,004 - freqtrade.exchange.check_exchange - INFO - Exchange "b'
2026-04-26 00:20:58.006 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,005 - freqtrade.configuration.config_validation - INFO - Val'
2026-04-26 00:20:58.010 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,009 - freqtrade.commands.optimize_commands - INFO - Starting'
2026-04-26 00:20:58.011 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,010 - freqtrade.exchange.exchange - INFO - Instance is runni'
2026-04-26 00:20:58.011 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,011 - freqtrade.exchange.exchange - INFO - Using CCXT 4.5.50'
2026-04-26 00:20:58.011 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,011 - freqtrade.exchange.exchange - INFO - Applying addition'
2026-04-26 00:20:58.018 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,017 - freqtrade.exchange.exchange - INFO - Applying addition'
2026-04-26 00:20:58.025 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:58,024 - freqtrade.exchange.exchange - INFO - Using Exchange "B'
2026-04-26 00:20:59.174 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,173 - freqtrade.resolvers.exchange_resolver - INFO - Using r'
2026-04-26 00:20:59.183 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,183 - freqtrade.resolvers.iresolver - INFO - Using resolved '
2026-04-26 00:20:59.184 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,184 - freqtrade.strategy.hyper - INFO - Loading parameters f'
2026-04-26 00:20:59.185 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,185 - freqtrade.resolvers.strategy_resolver - INFO - Overrid'
2026-04-26 00:20:59.186 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,185 - freqtrade.resolvers.strategy_resolver - INFO - Overrid'
2026-04-26 00:20:59.186 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,186 - freqtrade.resolvers.strategy_resolver - INFO - Overrid'
2026-04-26 00:20:59.186 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,186 - freqtrade.resolvers.strategy_resolver - INFO - Overrid'
2026-04-26 00:20:59.187 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,186 - freqtrade.resolvers.strategy_resolver - INFO - Overrid'
2026-04-26 00:20:59.187 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,187 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.192 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '0.2878156355986399}\n'
2026-04-26 00:20:59.194 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,187 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,188 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,188 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,188 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,189 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,189 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.195 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,190 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,190 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,190 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: "'stoploss_on_exchange_interval': 60}\n"
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,191 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,191 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,192 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,192 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.196 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,192 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,193 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,193 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,193 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,194 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,194 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,194 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,195 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.197 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,195 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:20:59.198 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,196 - freqtrade.configuration.config_validation - INFO - Val'
2026-04-26 00:20:59.200 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,200 - freqtrade.resolvers.iresolver - INFO - Using resolved '
2026-04-26 00:20:59.201 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: "'/home/mohs/Desktop/ae/pyside6/.venv/lib/python3.12/site-packages/freqtrade/plug"
2026-04-26 00:20:59.219 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,218 - freqtrade.optimize.backtesting - INFO - Using fee 0.10'
2026-04-26 00:20:59.274 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,273 - freqtrade.optimize.backtesting - INFO - Loading data f'
2026-04-26 00:20:59.293 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,292 - freqtrade.optimize.backtesting - INFO - Dataload compl'
2026-04-26 00:20:59.309 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,309 - freqtrade.optimize.backtesting - INFO - Running backte'
2026-04-26 00:20:59.310 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,310 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:20:59.311 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,311 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:20:59.312 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,311 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:20:59.312 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,312 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:20:59.324 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,324 - freqtrade.optimize.backtesting - INFO - Backtesting wi'
2026-04-26 00:20:59.613 | DEBUG    | freqtrade_gui.services.process_run_manager | run 1e662e8b stderr: '2026-04-26 00:20:59,612 - freqtrade.misc - INFO - dumping json to "/home/mohs/De'
