2026-04-26 00:21:35.034 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,034 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.035 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,034 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.035 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,035 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.036 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,035 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.036 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,036 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.036 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: "'stoploss_on_exchange_interval': 60}\n"
2026-04-26 00:21:35.036 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,036 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.037 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,036 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.037 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,037 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.037 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,037 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.038 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,037 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.038 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,038 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.038 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,038 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.038 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,038 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.039 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,038 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.039 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,039 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.039 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,039 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.039 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,039 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.040 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,039 - freqtrade.resolvers.strategy_resolver - INFO - Strateg'
2026-04-26 00:21:35.040 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,040 - freqtrade.configuration.config_validation - INFO - Val'
2026-04-26 00:21:35.046 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,046 - freqtrade.resolvers.iresolver - INFO - Using resolved '
2026-04-26 00:21:35.047 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: "'/home/mohs/Desktop/ae/pyside6/.venv/lib/python3.12/site-packages/freqtrade/plug"
2026-04-26 00:21:35.067 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,066 - freqtrade.optimize.backtesting - INFO - Using fee 0.10'
2026-04-26 00:21:35.118 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,118 - freqtrade.optimize.backtesting - INFO - Loading data f'
2026-04-26 00:21:35.138 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,138 - freqtrade.optimize.backtesting - INFO - Dataload compl'
2026-04-26 00:21:35.149 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,149 - freqtrade.optimize.backtesting - INFO - Running backte'
2026-04-26 00:21:35.150 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,150 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:21:35.151 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,150 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:21:35.151 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,150 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:21:35.151 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,150 - freqtrade.strategy.hyper - INFO - Strategy Parameter: '
2026-04-26 00:21:35.160 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,159 - freqtrade.optimize.backtesting - INFO - Backtesting wi'
2026-04-26 00:21:35.401 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stderr: '2026-04-26 00:21:35,401 - freqtrade.misc - INFO - dumping json to "/home/mohs/De'
2026-04-26 00:21:35.414 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: 'Result for strategy yes\n'
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                               BACKTESTING REPORT               '
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━'
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃      Pair ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃    Avg Du'
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━'
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ HOME/USDT │      2 │         2.34 │           1.906 │         2.38 │  1 day, 8'
2026-04-26 00:21:35.415 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│  ETH/USDT │      2 │        -1.55 │          -1.311 │        -1.64 │ 1 day, 16'
2026-04-26 00:21:35.416 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│  XRP/USDT │      1 │        -8.48 │          -3.391 │        -4.24 │ 6 days, 0'
2026-04-26 00:21:35.416 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│     TOTAL │      5 │        -1.38 │          -2.796 │         -3.5 │ 2 days, 9'
2026-04-26 00:21:35.416 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└───────────┴────────┴──────────────┴─────────────────┴──────────────┴──────────'
2026-04-26 00:21:35.421 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                             LEFT OPEN TRADES REPORT            '
2026-04-26 00:21:35.421 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃     Pair ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃     Avg Du'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ ETH/USDT │      1 │        -5.43 │          -2.248 │        -2.81 │ 2 days, 20'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ XRP/USDT │      1 │        -8.48 │          -3.391 │        -4.24 │  6 days, 0'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│    TOTAL │      2 │        -6.96 │          -5.639 │        -7.05 │ 4 days, 10'
2026-04-26 00:21:35.422 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└──────────┴────────┴──────────────┴─────────────────┴──────────────┴───────────'
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                                 ENTER TAG STATS                '
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━'
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃ Enter Tag ┃ Entries ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃    Avg D'
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━━╇━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━'
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│     OTHER │       5 │        -1.38 │          -2.796 │         -3.5 │ 2 days, '
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│     TOTAL │       5 │        -1.38 │          -2.796 │         -3.5 │ 2 days, '
2026-04-26 00:21:35.424 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└───────────┴─────────┴──────────────┴─────────────────┴──────────────┴─────────'
2026-04-26 00:21:35.427 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                                 EXIT REASON STATS              '
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━'
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃ Exit Reason ┃ Exits ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃     Avg '
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━━━━╇━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━'
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│         roi │     3 │         2.34 │           2.843 │         3.55 │   1 day,'
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│  force_exit │     2 │        -6.96 │          -5.639 │        -7.05 │ 4 days, '
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│       TOTAL │     5 │        -1.38 │          -2.796 │         -3.5 │  2 days,'
2026-04-26 00:21:35.428 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└─────────────┴───────┴──────────────┴─────────────────┴──────────────┴─────────'
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                                        MIXED TAG STATS         '
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━━┳━━━━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃ Enter Tag ┃ Exit Reason ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit'
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━━╇━━━━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│           │         roi │      3 │         2.34 │           2.843 │         3.'
2026-04-26 00:21:35.434 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│           │  force_exit │      2 │        -6.96 │          -5.639 │        -7.'
2026-04-26 00:21:35.435 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│     TOTAL │             │      5 │        -1.38 │          -2.796 │         -3'
2026-04-26 00:21:35.437 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└───────────┴─────────────┴────────┴──────────────┴─────────────────┴───────────'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                         SUMMARY METRICS                          \n'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓\n'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃ Metric                        ┃ Value                          ┃\n'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┩\n'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Backtesting from              │ 2026-02-10 00:00:00            │\n'
2026-04-26 00:21:35.446 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Backtesting to                │ 2026-02-24 00:00:00            │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Trading Mode                  │ Spot                           │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Max open trades               │ 2                              │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│                               │                                │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Total/Daily Avg Trades        │ 5 / 0.36                       │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Starting balance              │ 80 USDT                        │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Final balance                 │ 77.204 USDT                    │\n'
2026-04-26 00:21:35.447 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Absolute profit               │ -2.796 USDT                    │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Total profit %                │ -3.50%                         │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ CAGR %                        │ -60.45%                        │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Sortino                       │ -6.68                          │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Sharpe                        │ -2.03                          │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Calmar                        │ -70.08                         │\n'
2026-04-26 00:21:35.448 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ SQN                           │ -0.59                          │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Profit factor                 │ 0.50                           │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Expectancy (Ratio)            │ -0.56 (-0.20)                  │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Avg. daily profit             │ -0.2 USDT                      │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Avg. stake amount             │ 40.528 USDT                    │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Total trade volume            │ 403.288 USDT                   │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│                               │                                │\n'
2026-04-26 00:21:35.449 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Best Pair                     │ HOME/USDT 2.38%                │\n'
2026-04-26 00:21:35.450 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Worst Pair                    │ XRP/USDT -4.24%                │\n'
2026-04-26 00:21:35.450 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Best trade                    │ HOME/USDT 2.35%                │\n'
2026-04-26 00:21:35.450 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Worst trade                   │ XRP/USDT -8.48%                │\n'
2026-04-26 00:21:35.451 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Best day                      │ 0.953 USDT                     │\n'
2026-04-26 00:21:35.452 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Worst day                     │ -5.639 USDT                    │\n'
2026-04-26 00:21:35.454 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Days win/draw/lose            │ 3 / 3 / 1                      │\n'
2026-04-26 00:21:35.455 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Min/Max/Avg. Duration Winners │ 0d 12:00 / 1d 16:00 / 1d 01:20 │\n'
2026-04-26 00:21:35.458 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Min/Max/Avg. Duration Losers  │ 2d 20:00 / 6d 00:00 / 4d 10:00 │\n'
2026-04-26 00:21:35.460 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Max Consecutive Wins / Loss   │ 3 / 2                          │\n'
2026-04-26 00:21:35.461 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Rejected Entry signals        │ 18                             │\n'
2026-04-26 00:21:35.461 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Entry/Exit Timeouts           │ 0 / 0                          │\n'
2026-04-26 00:21:35.461 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│                               │                                │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Min balance                   │ 77.204 USDT                    │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Max balance                   │ 82.843 USDT                    │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Max % of account underwater   │ 6.81%                          │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Absolute drawdown             │ 5.639 USDT (6.81%)             │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Drawdown duration             │ 2 days 20:00:00                │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Profit at drawdown start      │ 2.843 USDT                     │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Profit at drawdown end        │ -2.796 USDT                    │\n'
2026-04-26 00:21:35.462 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Drawdown start                │ 2026-02-21 04:00:00            │\n'
2026-04-26 00:21:35.463 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Drawdown end                  │ 2026-02-24 00:00:00            │\n'
2026-04-26 00:21:35.464 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│ Market change                 │ -3.99%                         │\n'
2026-04-26 00:21:35.464 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└───────────────────────────────┴────────────────────────────────┘\n'
2026-04-26 00:21:35.464 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '\n'
2026-04-26 00:21:35.465 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: 'Backtested 2026-02-10 00:00:00 -> 2026-02-24 00:00:00 | Max open trades : 2\n'
2026-04-26 00:21:35.465 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '                                                          STRATEGY SUMMARY      '
2026-04-26 00:21:35.466 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┏━━━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━'
2026-04-26 00:21:35.466 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┃ Strategy ┃ Trades ┃ Avg Profit % ┃ Tot Profit USDT ┃ Tot Profit % ┃    Avg Dur'
2026-04-26 00:21:35.466 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '┡━━━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━╇━━━━━━━━━━━'
2026-04-26 00:21:35.467 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '│      yes │      5 │        -1.38 │          -2.796 │         -3.5 │ 2 days, 9:'
2026-04-26 00:21:35.467 | DEBUG    | freqtrade_gui.services.process_run_manager | run a20d98c0 stdout: '└──────────┴────────┴──────────────┴─────────────────┴──────────────┴───────────'
2026-04-26 00:21:35.913 | INFO     | freqtrade_gui.services.process_run_manager | Run a20d98c0-bc4e-41e1-acf5-50608dada42e finished | status=finished | exit_code=0
2026-04-26 00:21:35.950 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-26 00:21:35.965 | INFO     | freqtrade_gui.services.backtest | Backtest results saved: strategy=yes run_id=run_2026-04-26_00-21-35_3d2067
2026-04-26 00:21:35.967 | DEBUG    | freqtrade_gui.settings         | Settings loaded from /home/mohs/Desktop/ae/pyside6/data/settings.json
2026-04-26 00:21:35.970 | INFO     | freqtrade_gui.services.process_run_manager | Run started | run_id=d52c1c04-d800-4908-a06b-6f579a89f4de | cmd=/home/mohs/Desktop/ae/pyside6/.venv/bin/python -m freqtrade backtesting --user-data-dir /home/mohs/Desktop/ae/pyside6/user_data --config /home/mohs/Desktop/ae/pyside6/user_data/config.json --strategy-path /home/mohs/Desktop/ae/pyside6/user_data/strategies --strategy yes --timeframe 4h --export trades --timerange 20251118-20251218 -p HOME/USDT ETH/USDT XRP/USDT --max-open-trades 2 --dry-run-wallet 80.0 | cwd=/home/mohs/Desktop/ae/pyside6/user_data | pid=175786
2026-04-26 00:21:36.063 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:36,063 - freqtrade - INFO - freqtrade 2026.3\n'
2026-04-26 00:21:37.094 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,094 - freqtrade.configuration.load_config - INFO - Using con'
2026-04-26 00:21:37.096 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,096 - freqtrade.loggers - INFO - Enabling colorized output.\n'
2026-04-26 00:21:37.097 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,096 - freqtrade.loggers - INFO - Logfile configured\n'
2026-04-26 00:21:37.097 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,097 - freqtrade.loggers - INFO - Verbosity set to 0\n'
2026-04-26 00:21:37.097 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,097 - freqtrade.configuration.configuration - INFO - Using a'
2026-04-26 00:21:37.098 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,097 - freqtrade.configuration.configuration - WARNING - `for'
2026-04-26 00:21:37.098 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,098 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:21:37.098 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,098 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:21:37.099 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,098 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:21:37.099 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,099 - freqtrade.configuration.configuration - INFO - Paramet'
2026-04-26 00:21:37.099 | DEBUG    | freqtrade_gui.services.process_run_manager | run d52c1c04 stderr: '2026-04-26 00:21:37,099 - freqtrade.configuration.configuration - INFO - Using u'
